video_id,image_id,frame_gap,student_map,student_map50,oracle_map,oracle_map50,map_gap,map50_gap,cosine_s5_prev,l1_s5_prev,max_abs_diff_s5_prev,cosine_s5_anchor,l1_s5_anchor,max_abs_diff_s5_anchor,oracle_mean_score,student_mean_score
MOT17-02-FRCNN,2,1,0.5292633606801995,0.8375379333598996,0.565159277130779,0.7984750398116734,0.035895916450579435,-0.03906289354822612,nan,nan,nan,0.9834102392196655,0.07361195236444473,0.26177793741226196,0.1947358399629593,0.3040488362312317
MOT17-02-FRCNN,3,2,0.47698708042651855,0.8375379333598996,0.5723250782488631,0.7952738301040987,0.09533799782234459,-0.04226410325580088,0.9876230955123901,0.06493619829416275,0.18758268654346466,0.9743502140045166,0.09134950488805771,0.2878431975841522,0.19806335866451263,0.3040488362312317
MOT17-02-FRCNN,4,3,0.43688590828223556,0.7424186333851296,0.5866419106150098,0.8373862111485874,0.14975600233277425,0.09496757776345777,0.98488450050354,0.07587384432554245,0.19506824016571045,0.9644653797149658,0.11090777814388275,0.3412623405456543,0.19581246376037598,0.3040488362312317
MOT17-02-FRCNN,5,4,0.3751052074068206,0.6765804944390604,0.5425856553976897,0.7973612834429222,0.16748044799086909,0.1207807890038618,0.9854058027267456,0.07251039147377014,0.20020759105682373,0.952595055103302,0.12629377841949463,0.3800868093967438,0.2009207308292389,0.3040488362312317
MOT17-02-FRCNN,6,5,0.3597286021790013,0.6421074115032365,0.5323873487793357,0.8656464204112719,0.17265874660033437,0.22353900890803546,0.9840533137321472,0.07700476795434952,0.2515609860420227,0.9422531127929688,0.13928258419036865,0.4208967685699463,0.20232713222503662,0.3040488362312317
MOT17-02-FRCNN,7,6,0.3423963576907131,0.6421074115032365,0.5351769555809625,0.855190752995791,0.19278059789024937,0.21308334149255448,0.9866759777069092,0.06998039782047272,0.20403599739074707,0.9339269399642944,0.14813129603862762,0.4988870620727539,0.20369653403759003,0.3040488362312317
MOT17-02-FRCNN,8,7,0.3203371176960746,0.6217943117841196,0.5613810207416327,0.8561331133113311,0.24104390304555806,0.23433880152721154,0.9885467290878296,0.06687985360622406,0.15139326453208923,0.9256908893585205,0.15817852318286896,0.5321313142776489,0.2017705887556076,0.3040488362312317
MOT17-02-FRCNN,9,8,0.2929686143722254,0.5899097262667443,0.5684967129005828,0.8868558100876938,0.2755280985283574,0.29694608382094945,0.9848418831825256,0.07949791848659515,0.19126559793949127,0.9216915369033813,0.16119810938835144,0.5380570888519287,0.2049461007118225,0.3040488362312317
MOT17-02-FRCNN,10,9,0.26072946580372325,0.568069306930693,0.5462340921046088,0.8789889606721291,0.2855046263008856,0.31091965374143604,0.9818463921546936,0.08617483824491501,0.1956891417503357,0.9108734130859375,0.17232277989387512,0.5816661715507507,0.1922997087240219,0.3040488362312317
MOT17-02-FRCNN,11,10,0.235880368319913,0.542986798679868,0.5238921960325866,0.8198270025740007,0.28801182771267364,0.27684020389413266,0.9847598671913147,0.07632167637348175,0.18684887886047363,0.9044476747512817,0.17931628227233887,0.613600492477417,0.18187573552131653,0.3040488362312317
MOT17-02-FRCNN,13,1,0.5057547479670434,0.8599222446201572,0.5142564923383618,0.7911763590152118,0.008501744371318343,-0.06874588560494543,0.9700024127960205,0.09920582920312881,0.32654160261154175,0.9833983182907104,0.07444152981042862,0.25350216031074524,0.18173223733901978,0.28974810242652893
