record_index,batch_index,sample_index,video_id,key_image_id,non_key_image_id,frame_gap,cosine_s5_prev_non_key,l1_s5_prev_non_key,max_abs_diff_s5_prev,smoothed_max_diff_s5_prev,topk_mean_diff_s5_prev,cosine_s5_latest_key,l1_s5_latest_key,max_abs_diff_s5_latest_key,smoothed_max_diff_s5_latest_key,topk_mean_diff_s5_latest_key,student_mean_score,oracle_mean_score,oracle_minus_student_mean_score,student_det_count,oracle_det_count,oracle_minus_student_det_count,avg_map_gap,avg_map50_gap,student_map,student_map50,oracle_map,oracle_map50
36,39,0,MOT17-02-FRCNN,34,41,7,0.9858698844909668,0.07533231377601624,0.24589625000953674,0.17336015403270721,0.19101008772850037,0.9398936033248901,0.14184489846229553,0.5000656843185425,0.38914233446121216,0.43272122740745544,0.3114200532436371,0.22216522693634033,-0.08925482630729675,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
37,40,0,MOT17-02-FRCNN,34,42,8,0.9846790432929993,0.07647108286619186,0.27585798501968384,0.20025090873241425,0.2126387357711792,0.9348123073577881,0.1469005048274994,0.5523754358291626,0.42562034726142883,0.48616233468055725,0.3114200532436371,0.2193603515625,-0.09205970168113708,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
38,41,0,MOT17-02-FRCNN,34,43,9,0.9920397400856018,0.05263128504157066,0.16381226480007172,0.1374356895685196,0.13966001570224762,0.9309393167495728,0.1508960872888565,0.5843013525009155,0.42771485447883606,0.5075873136520386,0.3114200532436371,0.22188793122768402,-0.08953212201595306,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
39,42,0,MOT17-02-FRCNN,34,44,10,0.9862722754478455,0.07407908141613007,0.18096241354942322,0.1578018069267273,0.1611114740371704,0.9270612001419067,0.15386946499347687,0.6298319101333618,0.45688241720199585,0.5309125781059265,0.3114200532436371,0.2234572470188141,-0.087962806224823,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
40,44,0,MOT17-02-FRCNN,45,46,1,0.9820795059204102,0.07537862658500671,0.2546718716621399,0.2319251149892807,0.23262687027454376,0.9907755851745605,0.05196766182780266,0.18627488613128662,0.17075994610786438,0.17531919479370117,0.312879741191864,0.21182319521903992,-0.1010565459728241,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
41,45,0,MOT17-02-FRCNN,45,47,2,0.9793638586997986,0.09161510318517685,0.22969135642051697,0.1948448270559311,0.2035633772611618,0.9730875492095947,0.1012524738907814,0.297416627407074,0.25741487741470337,0.2579970955848694,0.312879741191864,0.21613796055316925,-0.09674178063869476,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
42,46,0,MOT17-02-FRCNN,45,48,3,0.9899834394454956,0.05700656399130821,0.17905503511428833,0.1549910455942154,0.15857063233852386,0.966140627861023,0.10972775518894196,0.345534086227417,0.30496230721473694,0.31307417154312134,0.312879741191864,0.2113429605960846,-0.10153678059577942,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
43,47,0,MOT17-02-FRCNN,45,49,4,0.9880803227424622,0.06320636719465256,0.20564153790473938,0.18133535981178284,0.1851062774658203,0.9619190096855164,0.11619944125413895,0.33266985416412354,0.29530277848243713,0.3070993423461914,0.312879741191864,0.21597091853618622,-0.0969088226556778,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
44,48,0,MOT17-02-FRCNN,45,50,5,0.9900953769683838,0.05627994239330292,0.20492932200431824,0.17396444082260132,0.18106161057949066,0.9589820504188538,0.11878179013729095,0.3801524341106415,0.33308884501457214,0.34341248869895935,0.312879741191864,0.21015790104866028,-0.10272184014320374,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
45,49,0,MOT17-02-FRCNN,45,51,6,0.9851392507553101,0.07593032717704773,0.17838768661022186,0.15909092128276825,0.161669060587883,0.9554569721221924,0.12241514772176743,0.4013324975967407,0.33505937457084656,0.346920371055603,0.312879741191864,0.20775005221366882,-0.10512968897819519,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
46,50,0,MOT17-02-FRCNN,45,52,7,0.9864363074302673,0.07224775105714798,0.17776933312416077,0.14653436839580536,0.16352330148220062,0.9485681056976318,0.1317354291677475,0.431397020816803,0.36320799589157104,0.38558292388916016,0.312879741191864,0.2028633952140808,-0.1100163459777832,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
47,51,0,MOT17-02-FRCNN,45,53,8,0.9856910705566406,0.07235502451658249,0.22727066278457642,0.1547456979751587,0.16358418762683868,0.946556806564331,0.13346706330776215,0.4429703652858734,0.3925091326236725,0.397440105676651,0.312879741191864,0.20419612526893616,-0.10868361592292786,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
48,52,0,MOT17-02-FRCNN,45,54,9,0.9873917102813721,0.06518635153770447,0.193398118019104,0.16396266222000122,0.17031101882457733,0.9418579339981079,0.1378961205482483,0.4721623659133911,0.4346349239349365,0.4413297772407532,0.312879741191864,0.1991499811410904,-0.11372976005077362,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
49,53,0,MOT17-02-FRCNN,45,55,10,0.988132119178772,0.06465525180101395,0.18704694509506226,0.15532951056957245,0.1608024537563324,0.935401976108551,0.1442423015832901,0.5297969579696655,0.47675836086273193,0.4923172891139984,0.312879741191864,0.19836442172527313,-0.11451531946659088,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
50,55,0,MOT17-02-FRCNN,56,57,1,0.9787405729293823,0.08791742473840714,0.2397463023662567,0.2110985815525055,0.21748557686805725,0.9872698187828064,0.06931758671998978,0.18831835687160492,0.1666208952665329,0.16577087342739105,0.2947062849998474,0.19657090306282043,-0.09813538193702698,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
51,56,0,MOT17-02-FRCNN,56,58,2,0.9879493713378906,0.0651131421327591,0.225619375705719,0.17383982241153717,0.17377589643001556,0.9786105155944824,0.08670219033956528,0.2683802843093872,0.22577796876430511,0.22861473262310028,0.2947062849998474,0.2041677087545395,-0.09053857624530792,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
52,57,0,MOT17-02-FRCNN,56,59,3,0.9872852563858032,0.07132262736558914,0.16304843127727509,0.14088326692581177,0.1417512148618698,0.9749941825866699,0.09404007345438004,0.2643013596534729,0.23237402737140656,0.23612184822559357,0.2947062849998474,0.18524150550365448,-0.10946477949619293,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
53,58,0,MOT17-02-FRCNN,56,60,4,0.9855513572692871,0.07554508745670319,0.19418847560882568,0.17334894835948944,0.17470256984233856,0.969451904296875,0.10528851300477982,0.2888182997703552,0.2466016560792923,0.2529952824115753,0.2947062849998474,0.1794387847185135,-0.11526750028133392,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
54,59,0,MOT17-02-FRCNN,56,61,5,0.9865046143531799,0.0738084465265274,0.1606006622314453,0.13816198706626892,0.14689350128173828,0.9626941680908203,0.11545764654874802,0.29066306352615356,0.258419007062912,0.2746991813182831,0.2947062849998474,0.176496222615242,-0.11821006238460541,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
55,60,0,MOT17-02-FRCNN,56,62,6,0.9883818626403809,0.0647902861237526,0.16025881469249725,0.1397864669561386,0.14880847930908203,0.9562234878540039,0.12376298755407333,0.35831570625305176,0.2977888882160187,0.32424041628837585,0.2947062849998474,0.18031102418899536,-0.11439526081085205,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
56,61,0,MOT17-02-FRCNN,56,63,7,0.9885015487670898,0.0668632760643959,0.15332265198230743,0.12255869805812836,0.12942323088645935,0.9521843791007996,0.12852855026721954,0.40264880657196045,0.3193397521972656,0.3527401387691498,0.2947062849998474,0.17705859243869781,-0.1176476925611496,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
57,62,0,MOT17-02-FRCNN,56,64,8,0.9877514839172363,0.06799279898405075,0.15610641241073608,0.13541936874389648,0.13911744952201843,0.9490019083023071,0.1305750012397766,0.45497316122055054,0.33603572845458984,0.3821624219417572,0.2947062849998474,0.18063443899154663,-0.11407184600830078,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
58,63,0,MOT17-02-FRCNN,56,65,9,0.9903407692909241,0.058164309710264206,0.14074401557445526,0.12000755220651627,0.12814654409885406,0.9460291266441345,0.1335802674293518,0.4953712224960327,0.3478091061115265,0.40097227692604065,0.2947062849998474,0.18749761581420898,-0.10720866918563843,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
59,64,0,MOT17-02-FRCNN,56,66,10,0.9876875877380371,0.06723394244909286,0.18575920164585114,0.1526423990726471,0.15836134552955627,0.942297637462616,0.13646502792835236,0.5846536159515381,0.38609081506729126,0.43693405389785767,0.2947062849998474,0.1794513761997223,-0.11525490880012512,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
60,66,0,MOT17-02-FRCNN,67,68,1,0.9823637008666992,0.07574408501386642,0.25074777007102966,0.20762623846530914,0.2232607901096344,0.989051103591919,0.06015242263674736,0.19187238812446594,0.1639401763677597,0.17032654583454132,0.294057160615921,0.1838396191596985,-0.11021754145622253,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
61,67,0,MOT17-02-FRCNN,67,69,2,0.9890623092651367,0.06241627037525177,0.17788946628570557,0.1479508876800537,0.15347738564014435,0.9798362851142883,0.07777954638004303,0.2788551151752472,0.230145663022995,0.2374192327260971,0.294057160615921,0.19252488017082214,-0.10153228044509888,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
62,68,0,MOT17-02-FRCNN,67,70,3,0.9883750677108765,0.06359370797872543,0.18071337044239044,0.1513734757900238,0.16240721940994263,0.9738751649856567,0.08964388817548752,0.3382928967475891,0.2703021764755249,0.29145845770835876,0.294057160615921,0.1817442923784256,-0.11231286823749542,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
63,69,0,MOT17-02-FRCNN,67,71,4,0.9855057001113892,0.0699927806854248,0.19521839916706085,0.16952334344387054,0.18100209534168243,0.9633394479751587,0.10332942754030228,0.39471209049224854,0.3220559060573578,0.3411509692668915,0.294057160615921,0.1808294653892517,-0.11322769522666931,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
64,70,0,MOT17-02-FRCNN,67,72,5,0.9836688041687012,0.08132298290729523,0.17768646776676178,0.1652650684118271,0.17148151993751526,0.9559329748153687,0.11889070272445679,0.40262845158576965,0.34094080328941345,0.3605515658855438,0.294057160615921,0.18303698301315308,-0.11102017760276794,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
65,71,0,MOT17-02-FRCNN,67,73,6,0.9856141805648804,0.07671863585710526,0.16010843217372894,0.1407243311405182,0.1500975638628006,0.9521229267120361,0.1268901377916336,0.4209449291229248,0.35449767112731934,0.36740025877952576,0.294057160615921,0.19512438774108887,-0.09893277287483215,300,300,0,0.2018833393314005,0.1747181414927631,0.3086876674341928,0.6476471628881517,0.5105710067655933,0.8223653043809148
